Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty,Question_Link,Solution
2698, Find the Punishment Number of an Integer,"['Math', 'Backtracking']",63.30%,FALSE,Medium,https://leetcode.com/problems/find-the-punishment-number-of-an-integer/description,https://leetcode.com/problems/find-the-punishment-number-of-an-integer/solutions
2699, Modify Graph Edge Weights,"['Graph', 'Heap (Priority Queue)', '1+']",57.00%,FALSE,Hard,https://leetcode.com/problems/modify-graph-edge-weights/description,https://leetcode.com/problems/modify-graph-edge-weights/solutions
2700, Differences Between Two Objects,[],75.40%,TRUE,Medium,https://leetcode.com/problems/differences-between-two-objects/description,https://leetcode.com/problems/differences-between-two-objects/solutions
2701, Consecutive Transactions with Increasing Amounts,['Database'],32.90%,TRUE,Hard,https://leetcode.com/problems/consecutive-transactions-with-increasing-amounts/description,https://leetcode.com/problems/consecutive-transactions-with-increasing-amounts/solutions
2702, Minimum Operations to Make Numbers Non-positive,"['Array', 'Binary Search']",41.90%,TRUE,Hard,https://leetcode.com/problems/minimum-operations-to-make-numbers-non-positive/description,https://leetcode.com/problems/minimum-operations-to-make-numbers-non-positive/solutions
2703, Return Length of Arguments Passed,[],94.40%,FALSE,Easy,https://leetcode.com/problems/return-length-of-arguments-passed/description,https://leetcode.com/problems/return-length-of-arguments-passed/solutions
2704, To Be Or Not To Be,[],62.50%,FALSE,Easy,https://leetcode.com/problems/to-be-or-not-to-be/description,https://leetcode.com/problems/to-be-or-not-to-be/solutions
2705, Compact Object,[],65.50%,FALSE,Medium,https://leetcode.com/problems/compact-object/description,https://leetcode.com/problems/compact-object/solutions
2706, Buy Two Chocolates,"['Array', 'Greedy', 'Sorting']",69.00%,FALSE,Easy,https://leetcode.com/problems/buy-two-chocolates/description,https://leetcode.com/problems/buy-two-chocolates/solutions
2707, Extra Characters in a String,"['Array', 'Hash Table', 'String', '2+']",57.50%,FALSE,Medium,https://leetcode.com/problems/extra-characters-in-a-string/description,https://leetcode.com/problems/extra-characters-in-a-string/solutions
2708, Maximum Strength of a Group,"['Array', 'Dynamic Programming', '5+']",24.60%,FALSE,Medium,https://leetcode.com/problems/maximum-strength-of-a-group/description,https://leetcode.com/problems/maximum-strength-of-a-group/solutions
2709, Greatest Common Divisor Traversal,"['Array', 'Math', 'Union Find', '1+']",42.40%,FALSE,Hard,https://leetcode.com/problems/greatest-common-divisor-traversal/description,https://leetcode.com/problems/greatest-common-divisor-traversal/solutions
2710, Remove Trailing Zeros From a String,['String'],79.00%,FALSE,Easy,https://leetcode.com/problems/remove-trailing-zeros-from-a-string/description,https://leetcode.com/problems/remove-trailing-zeros-from-a-string/solutions
2711, Difference of Number of Distinct Values on Diagonals,"['Array', 'Hash Table', 'Matrix']",70.80%,FALSE,Medium,https://leetcode.com/problems/difference-of-number-of-distinct-values-on-diagonals/description,https://leetcode.com/problems/difference-of-number-of-distinct-values-on-diagonals/solutions
2712, Minimum Cost to Make All Characters Equal,"['String', 'Dynamic Programming', 'Greedy']",55.00%,FALSE,Medium,https://leetcode.com/problems/minimum-cost-to-make-all-characters-equal/description,https://leetcode.com/problems/minimum-cost-to-make-all-characters-equal/solutions
2713, Maximum Strictly Increasing Cells in a Matrix,"['Array', 'Hash Table', 'Binary Search', '5+']",31.00%,FALSE,Hard,https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix/description,https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix/solutions
2714, Find Shortest Path with K Hops,"['Graph', 'Heap (Priority Queue)', '1+']",61.30%,TRUE,Hard,https://leetcode.com/problems/find-shortest-path-with-k-hops/description,https://leetcode.com/problems/find-shortest-path-with-k-hops/solutions
2715, Timeout Cancellation,[],88.90%,FALSE,Easy,https://leetcode.com/problems/timeout-cancellation/description,https://leetcode.com/problems/timeout-cancellation/solutions
2716, Minimize String Length,"['Hash Table', 'String']",77.10%,FALSE,Easy,https://leetcode.com/problems/minimize-string-length/description,https://leetcode.com/problems/minimize-string-length/solutions
2717, Semi-Ordered Permutation,"['Array', 'Simulation']",64.40%,FALSE,Easy,https://leetcode.com/problems/semi-ordered-permutation/description,https://leetcode.com/problems/semi-ordered-permutation/solutions
2718, Sum of Matrix After Queries,"['Array', 'Hash Table']",31.20%,FALSE,Medium,https://leetcode.com/problems/sum-of-matrix-after-queries/description,https://leetcode.com/problems/sum-of-matrix-after-queries/solutions
2719, Count of Integers,"['Math', 'String', 'Dynamic Programming']",34.90%,FALSE,Hard,https://leetcode.com/problems/count-of-integers/description,https://leetcode.com/problems/count-of-integers/solutions
2720, Popularity Percentage,['Database'],52.50%,TRUE,Hard,https://leetcode.com/problems/popularity-percentage/description,https://leetcode.com/problems/popularity-percentage/solutions
2721, Execute Asynchronous Functions in Parallel,[],75.70%,FALSE,Medium,https://leetcode.com/problems/execute-asynchronous-functions-in-parallel/description,https://leetcode.com/problems/execute-asynchronous-functions-in-parallel/solutions
2722, Join Two Arrays by ID,[],55.30%,FALSE,Medium,https://leetcode.com/problems/join-two-arrays-by-id/description,https://leetcode.com/problems/join-two-arrays-by-id/solutions
2723, Add Two Promises,[],91.50%,FALSE,Easy,https://leetcode.com/problems/add-two-promises/description,https://leetcode.com/problems/add-two-promises/solutions
2724, Sort By,[],82.80%,FALSE,Easy,https://leetcode.com/problems/sort-by/description,https://leetcode.com/problems/sort-by/solutions
2725, Interval Cancellation,[],81.90%,FALSE,Easy,https://leetcode.com/problems/interval-cancellation/description,https://leetcode.com/problems/interval-cancellation/solutions
2726, Calculator with Method Chaining,[],76.10%,FALSE,Easy,https://leetcode.com/problems/calculator-with-method-chaining/description,https://leetcode.com/problems/calculator-with-method-chaining/solutions
2727, Is Object Empty,[],80.70%,FALSE,Easy,https://leetcode.com/problems/is-object-empty/description,https://leetcode.com/problems/is-object-empty/solutions
2728, Count Houses in a Circular Street,"['Array', 'Interactive']",85.20%,TRUE,Easy,https://leetcode.com/problems/count-houses-in-a-circular-street/description,https://leetcode.com/problems/count-houses-in-a-circular-street/solutions
2729, Check if The Number is Fascinating,"['Hash Table', 'Math']",52.50%,FALSE,Easy,https://leetcode.com/problems/check-if-the-number-is-fascinating/description,https://leetcode.com/problems/check-if-the-number-is-fascinating/solutions
2730, Find the Longest Semi-Repetitive Substring,"['String', 'Sliding Window']",37.30%,FALSE,Medium,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring/description,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring/solutions
2731, Movement of Robots,"['Array', 'Brainteaser', 'Sorting', '1+']",28.00%,FALSE,Medium,https://leetcode.com/problems/movement-of-robots/description,https://leetcode.com/problems/movement-of-robots/solutions
2732, Find a Good Subset of the Matrix,"['Array', 'Hash Table', '2+']",45.70%,FALSE,Hard,https://leetcode.com/problems/find-a-good-subset-of-the-matrix/description,https://leetcode.com/problems/find-a-good-subset-of-the-matrix/solutions
2733, Neither Minimum nor Maximum,"['Array', 'Sorting']",76.60%,FALSE,Easy,https://leetcode.com/problems/neither-minimum-nor-maximum/description,https://leetcode.com/problems/neither-minimum-nor-maximum/solutions
2734, Lexicographically Smallest String After Substring Operation,"['String', 'Greedy']",32.20%,FALSE,Medium,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation/description,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation/solutions
2735, Collecting Chocolates,"['Array', 'Enumeration']",34.00%,FALSE,Medium,https://leetcode.com/problems/collecting-chocolates/description,https://leetcode.com/problems/collecting-chocolates/solutions
2736, Maximum Sum Queries,"['Array', 'Binary Search', 'Stack', '4+']",29.30%,FALSE,Hard,https://leetcode.com/problems/maximum-sum-queries/description,https://leetcode.com/problems/maximum-sum-queries/solutions
2737, Find the Closest Marked Node,"['Array', 'Graph', '2+']",57.70%,TRUE,Medium,https://leetcode.com/problems/find-the-closest-marked-node/description,https://leetcode.com/problems/find-the-closest-marked-node/solutions
2738, Count Occurrences in Text,['Database'],55.80%,TRUE,Medium,https://leetcode.com/problems/count-occurrences-in-text/description,https://leetcode.com/problems/count-occurrences-in-text/solutions
2739, Total Distance Traveled,"['Math', 'Simulation']",39.50%,FALSE,Easy,https://leetcode.com/problems/total-distance-traveled/description,https://leetcode.com/problems/total-distance-traveled/solutions
2740, Find the Value of the Partition,"['Array', 'Sorting']",65.50%,FALSE,Medium,https://leetcode.com/problems/find-the-value-of-the-partition/description,https://leetcode.com/problems/find-the-value-of-the-partition/solutions
2741, Special Permutations,"['Array', 'Dynamic Programming', '2+']",29.00%,FALSE,Medium,https://leetcode.com/problems/special-permutations/description,https://leetcode.com/problems/special-permutations/solutions
2742, Painting the Walls,"['Array', 'Dynamic Programming']",50.70%,FALSE,Hard,https://leetcode.com/problems/painting-the-walls/description,https://leetcode.com/problems/painting-the-walls/solutions
2743, Count Substrings Without Repeating Character,"['Hash Table', 'String', 'Sliding Window']",76.60%,TRUE,Medium,https://leetcode.com/problems/count-substrings-without-repeating-character/description,https://leetcode.com/problems/count-substrings-without-repeating-character/solutions
2744, Find Maximum Number of String Pairs,"['Array', 'Hash Table', 'String', '1+']",82.00%,FALSE,Easy,https://leetcode.com/problems/find-maximum-number-of-string-pairs/description,https://leetcode.com/problems/find-maximum-number-of-string-pairs/solutions
2745, Construct the Longest New String,"['Math', 'Dynamic Programming', '2+']",54.50%,FALSE,Medium,https://leetcode.com/problems/construct-the-longest-new-string/description,https://leetcode.com/problems/construct-the-longest-new-string/solutions
2746, Decremental String Concatenation,"['Array', 'String', 'Dynamic Programming']",27.30%,FALSE,Medium,https://leetcode.com/problems/decremental-string-concatenation/description,https://leetcode.com/problems/decremental-string-concatenation/solutions
2747, Count Zero Request Servers,"['Array', 'Hash Table', 'Sliding Window', '1+']",33.30%,FALSE,Medium,https://leetcode.com/problems/count-zero-request-servers/description,https://leetcode.com/problems/count-zero-request-servers/solutions
2748, Number of Beautiful Pairs,"['Array', 'Hash Table', 'Math', '2+']",50.90%,FALSE,Easy,https://leetcode.com/problems/number-of-beautiful-pairs/description,https://leetcode.com/problems/number-of-beautiful-pairs/solutions
2749, Minimum Operations to Make the Integer Zero,"['Bit Manipulation', 'Brainteaser']",30.40%,FALSE,Medium,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/description,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/solutions
2750, Ways to Split Array Into Good Subarrays,"['Array', 'Math', 'Dynamic Programming']",34.60%,FALSE,Medium,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays/description,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays/solutions
2754, Bind Function to Context,[],86.70%,TRUE,Medium,https://leetcode.com/problems/bind-function-to-context/description,https://leetcode.com/problems/bind-function-to-context/solutions
2755, Deep Merge of Two Objects,[],65.90%,TRUE,Medium,https://leetcode.com/problems/deep-merge-of-two-objects/description,https://leetcode.com/problems/deep-merge-of-two-objects/solutions
2756, Query Batching,[],62.80%,TRUE,Hard,https://leetcode.com/problems/query-batching/description,https://leetcode.com/problems/query-batching/solutions
2757, Generate Circular Array Values,[],72.80%,TRUE,Medium,https://leetcode.com/problems/generate-circular-array-values/description,https://leetcode.com/problems/generate-circular-array-values/solutions
2758, Next Day,[],83.70%,TRUE,Easy,https://leetcode.com/problems/next-day/description,https://leetcode.com/problems/next-day/solutions
2759, Convert JSON String to Object,[],61.20%,TRUE,Hard,https://leetcode.com/problems/convert-json-string-to-object/description,https://leetcode.com/problems/convert-json-string-to-object/solutions
2760, Longest Even Odd Subarray With Threshold,"['Array', 'Sliding Window']",30.10%,FALSE,Easy,https://leetcode.com/problems/longest-even-odd-subarray-with-threshold/description,https://leetcode.com/problems/longest-even-odd-subarray-with-threshold/solutions
2761, Prime Pairs With Target Sum,"['Array', 'Math', 'Enumeration', '1+']",34.70%,FALSE,Medium,https://leetcode.com/problems/prime-pairs-with-target-sum/description,https://leetcode.com/problems/prime-pairs-with-target-sum/solutions
2762, Continuous Subarrays,"['Array', 'Queue', 'Sliding Window', '3+']",41.80%,FALSE,Medium,https://leetcode.com/problems/continuous-subarrays/description,https://leetcode.com/problems/continuous-subarrays/solutions
2763, Sum of Imbalance Numbers of All Subarrays,"['Array', 'Hash Table', 'Ordered Set']",47.00%,FALSE,Hard,https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays/description,https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays/solutions
2764, Is Array a Preorder of Some ‌Binary Tree,"['Stack', 'Tree', 'Depth-First Search', '1+']",65.80%,TRUE,Medium,https://leetcode.com/problems/is-array-a-preorder-of-some-‌binary-tree/description,https://leetcode.com/problems/is-array-a-preorder-of-some-‌binary-tree/solutions
2765, Longest Alternating Subarray,"['Array', 'Enumeration']",34.40%,FALSE,Easy,https://leetcode.com/problems/longest-alternating-subarray/description,https://leetcode.com/problems/longest-alternating-subarray/solutions
2766, Relocate Marbles,"['Array', 'Hash Table', 'Sorting', '1+']",52.20%,FALSE,Medium,https://leetcode.com/problems/relocate-marbles/description,https://leetcode.com/problems/relocate-marbles/solutions
2767, Partition String Into Minimum Beautiful Substrings,"['Hash Table', 'String', '2+']",54.00%,FALSE,Medium,https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings/description,https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings/solutions
2768, Number of Black Blocks,"['Array', 'Hash Table', 'Enumeration']",36.90%,FALSE,Medium,https://leetcode.com/problems/number-of-black-blocks/description,https://leetcode.com/problems/number-of-black-blocks/solutions
2769, Find the Maximum Achievable Number,['Math'],91.00%,FALSE,Easy,https://leetcode.com/problems/find-the-maximum-achievable-number/description,https://leetcode.com/problems/find-the-maximum-achievable-number/solutions
2770, Maximum Number of Jumps to Reach the Last Index,"['Array', 'Dynamic Programming']",31.80%,FALSE,Medium,https://leetcode.com/problems/maximum-number-of-jumps-to-reach-the-last-index/description,https://leetcode.com/problems/maximum-number-of-jumps-to-reach-the-last-index/solutions
2771, Longest Non-decreasing Subarray From Two Arrays,"['Array', 'Dynamic Programming']",29.80%,FALSE,Medium,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays/description,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays/solutions
2772, Apply Operations to Make All Array Elements Equal to Zero,"['Array', 'Prefix Sum']",33.40%,FALSE,Medium,https://leetcode.com/problems/apply-operations-to-make-all-array-elements-equal-to-zero/description,https://leetcode.com/problems/apply-operations-to-make-all-array-elements-equal-to-zero/solutions
2773, Height of Special Binary Tree,"['Tree', 'Depth-First Search', '2+']",72.60%,TRUE,Medium,https://leetcode.com/problems/height-of-special-binary-tree/description,https://leetcode.com/problems/height-of-special-binary-tree/solutions
2774, Array Upper Bound,[],81.90%,TRUE,Easy,https://leetcode.com/problems/array-upper-bound/description,https://leetcode.com/problems/array-upper-bound/solutions
2775, Undefined to Null,[],70.00%,TRUE,Medium,https://leetcode.com/problems/undefined-to-null/description,https://leetcode.com/problems/undefined-to-null/solutions
2776, Convert Callback Based Function to Promise Based Function,[],92.10%,TRUE,Medium,https://leetcode.com/problems/convert-callback-based-function-to-promise-based-function/description,https://leetcode.com/problems/convert-callback-based-function-to-promise-based-function/solutions
2777, Date Range Generator,[],81.30%,TRUE,Medium,https://leetcode.com/problems/date-range-generator/description,https://leetcode.com/problems/date-range-generator/solutions
2778, Sum of Squares of Special Elements,"['Array', 'Enumeration']",81.90%,FALSE,Easy,https://leetcode.com/problems/sum-of-squares-of-special-elements/description,https://leetcode.com/problems/sum-of-squares-of-special-elements/solutions
2779, Maximum Beauty of an Array After Applying Operation,"['Array', 'Binary Search', '2+']",39.00%,FALSE,Medium,https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation/description,https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation/solutions
2780, Minimum Index of a Valid Split,"['Array', 'Hash Table', 'Sorting']",62.60%,FALSE,Medium,https://leetcode.com/problems/minimum-index-of-a-valid-split/description,https://leetcode.com/problems/minimum-index-of-a-valid-split/solutions
2781, Length of the Longest Valid Substring,"['Array', 'Hash Table', 'String', '1+']",38.10%,FALSE,Hard,https://leetcode.com/problems/length-of-the-longest-valid-substring/description,https://leetcode.com/problems/length-of-the-longest-valid-substring/solutions
2782, Number of Unique Categories,"['Union Find', 'Interactive', 'Counting']",83.10%,TRUE,Medium,https://leetcode.com/problems/number-of-unique-categories/description,https://leetcode.com/problems/number-of-unique-categories/solutions
2783, Flight Occupancy and Waitlist Analysis,['Database'],37.80%,TRUE,Medium,https://leetcode.com/problems/flight-occupancy-and-waitlist-analysis/description,https://leetcode.com/problems/flight-occupancy-and-waitlist-analysis/solutions
2784, Check if Array is Good,"['Array', 'Hash Table', 'Sorting']",49.40%,FALSE,Easy,https://leetcode.com/problems/check-if-array-is-good/description,https://leetcode.com/problems/check-if-array-is-good/solutions
2785, Sort Vowels in a String,"['String', 'Sorting']",81.20%,FALSE,Medium,https://leetcode.com/problems/sort-vowels-in-a-string/description,https://leetcode.com/problems/sort-vowels-in-a-string/solutions
2786, Visit Array Positions to Maximize Score,"['Array', 'Dynamic Programming']",36.40%,FALSE,Medium,https://leetcode.com/problems/visit-array-positions-to-maximize-score/description,https://leetcode.com/problems/visit-array-positions-to-maximize-score/solutions
2787, Ways to Express an Integer as Sum of Powers,['Dynamic Programming'],34.20%,FALSE,Medium,https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers/description,https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers/solutions
2788, Split Strings by Separator,"['Array', 'String']",75.00%,FALSE,Easy,https://leetcode.com/problems/split-strings-by-separator/description,https://leetcode.com/problems/split-strings-by-separator/solutions
2789, Largest Element in an Array after Merge Operations,"['Array', 'Greedy']",47.50%,FALSE,Medium,https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations/description,https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations/solutions
2790, Maximum Number of Groups With Increasing Length,"['Array', 'Math', 'Binary Search', '2+']",20.40%,FALSE,Hard,https://leetcode.com/problems/maximum-number-of-groups-with-increasing-length/description,https://leetcode.com/problems/maximum-number-of-groups-with-increasing-length/solutions
2791, Count Paths That Can Form a Palindrome in a Tree,"['Dynamic Programming', '4+']",48.00%,FALSE,Hard,https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree/description,https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree/solutions
2792, Count Nodes That Are Great Enough,"['Divide and Conquer', 'Tree', '2+']",58.00%,TRUE,Hard,https://leetcode.com/problems/count-nodes-that-are-great-enough/description,https://leetcode.com/problems/count-nodes-that-are-great-enough/solutions
2793, Status of Flight Tickets,[],75.80%,TRUE,Hard,https://leetcode.com/problems/status-of-flight-tickets/description,https://leetcode.com/problems/status-of-flight-tickets/solutions
2794, Create Object from Two Arrays,[],64.00%,TRUE,Easy,https://leetcode.com/problems/create-object-from-two-arrays/description,https://leetcode.com/problems/create-object-from-two-arrays/solutions
2795, Parallel Execution of Promises for Individual Results Retrieval,[],88.40%,TRUE,Medium,https://leetcode.com/problems/parallel-execution-of-promises-for-individual-results-retrieval/description,https://leetcode.com/problems/parallel-execution-of-promises-for-individual-results-retrieval/solutions
2796, Repeat String,[],93.00%,TRUE,Easy,https://leetcode.com/problems/repeat-string/description,https://leetcode.com/problems/repeat-string/solutions
2797, Partial Function with Placeholders,[],89.90%,TRUE,Easy,https://leetcode.com/problems/partial-function-with-placeholders/description,https://leetcode.com/problems/partial-function-with-placeholders/solutions
2798, Number of Employees Who Met the Target,['Array'],87.90%,FALSE,Easy,https://leetcode.com/problems/number-of-employees-who-met-the-target/description,https://leetcode.com/problems/number-of-employees-who-met-the-target/solutions
2799, Count Complete Subarrays in an Array,"['Array', 'Hash Table', 'Sliding Window']",65.90%,FALSE,Medium,https://leetcode.com/problems/count-complete-subarrays-in-an-array/description,https://leetcode.com/problems/count-complete-subarrays-in-an-array/solutions
2800, Shortest String That Contains Three Strings,"['String', 'Greedy', 'Enumeration']",30.90%,FALSE,Medium,https://leetcode.com/problems/shortest-string-that-contains-three-strings/description,https://leetcode.com/problems/shortest-string-that-contains-three-strings/solutions
2801, Count Stepping Numbers in Range,"['String', 'Dynamic Programming']",28.60%,FALSE,Hard,https://leetcode.com/problems/count-stepping-numbers-in-range/description,https://leetcode.com/problems/count-stepping-numbers-in-range/solutions
2802, Find The K-th Lucky Number,"['Math', 'String', 'Bit Manipulation']",76.70%,TRUE,Medium,https://leetcode.com/problems/find-the-k-th-lucky-number/description,https://leetcode.com/problems/find-the-k-th-lucky-number/solutions
2803, Factorial Generator,[],86.40%,TRUE,Easy,https://leetcode.com/problems/factorial-generator/description,https://leetcode.com/problems/factorial-generator/solutions
2804, Array Prototype ForEach,[],88.60%,TRUE,Easy,https://leetcode.com/problems/array-prototype-foreach/description,https://leetcode.com/problems/array-prototype-foreach/solutions
2805, Custom Interval,[],82.20%,TRUE,Medium,https://leetcode.com/problems/custom-interval/description,https://leetcode.com/problems/custom-interval/solutions
2806, Account Balance After Rounded Purchase,['Math'],53.40%,FALSE,Easy,https://leetcode.com/problems/account-balance-after-rounded-purchase/description,https://leetcode.com/problems/account-balance-after-rounded-purchase/solutions
2807, Insert Greatest Common Divisors in Linked List,"['Linked List', 'Math', 'Number Theory']",92.30%,FALSE,Medium,https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list/description,https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list/solutions
2808, Minimum Seconds to Equalize a Circular Array,"['Array', 'Hash Table']",27.20%,FALSE,Medium,https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/description,https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/solutions
2809, Minimum Time to Make Array Sum At Most x,"['Array', 'Dynamic Programming', 'Sorting']",27.20%,FALSE,Hard,https://leetcode.com/problems/minimum-time-to-make-array-sum-at-most-x/description,https://leetcode.com/problems/minimum-time-to-make-array-sum-at-most-x/solutions
2810, Faulty Keyboard,"['String', 'Simulation']",84.30%,FALSE,Easy,https://leetcode.com/problems/faulty-keyboard/description,https://leetcode.com/problems/faulty-keyboard/solutions
2811, Check if it is Possible to Split Array,"['Array', 'Dynamic Programming', 'Greedy']",34.00%,FALSE,Medium,https://leetcode.com/problems/check-if-it-is-possible-to-split-array/description,https://leetcode.com/problems/check-if-it-is-possible-to-split-array/solutions
2812, Find the Safest Path in a Grid,"['Array', 'Binary Search', '3+']",48.80%,FALSE,Medium,https://leetcode.com/problems/find-the-safest-path-in-a-grid/description,https://leetcode.com/problems/find-the-safest-path-in-a-grid/solutions
2813, Maximum Elegance of a K-Length Subsequence,"['Array', 'Hash Table', 'Stack', '3+']",33.30%,FALSE,Hard,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/description,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/solutions
2814, Minimum Time Takes to Reach Destination Without Drowning,"['Array', 'Breadth-First Search', 'Matrix']",57.80%,TRUE,Hard,https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning/description,https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning/solutions
2815, Max Pair Sum in an Array,"['Array', 'Hash Table']",58.90%,FALSE,Easy,https://leetcode.com/problems/max-pair-sum-in-an-array/description,https://leetcode.com/problems/max-pair-sum-in-an-array/solutions
2816, Double a Number Represented as a Linked List,"['Linked List', 'Math', 'Stack']",61.50%,FALSE,Medium,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/description,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/solutions
2817, Minimum Absolute Difference Between Elements With Constraint,"['Array', 'Binary Search', 'Ordered Set']",34.50%,FALSE,Medium,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/description,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/solutions
2818, Apply Operations to Maximize Score,"['Array', 'Math', 'Stack', '3+']",32.80%,FALSE,Hard,https://leetcode.com/problems/apply-operations-to-maximize-score/description,https://leetcode.com/problems/apply-operations-to-maximize-score/solutions
2819, Minimum Relative Loss After Buying Chocolates,"['Array', 'Binary Search', 'Sorting', '1+']",49.40%,TRUE,Hard,https://leetcode.com/problems/minimum-relative-loss-after-buying-chocolates/description,https://leetcode.com/problems/minimum-relative-loss-after-buying-chocolates/solutions
2820, Election Results,[],66.80%,TRUE,Medium,https://leetcode.com/problems/election-results/description,https://leetcode.com/problems/election-results/solutions
2821, Delay the Resolution of Each Promise,[],67.70%,TRUE,Medium,https://leetcode.com/problems/delay-the-resolution-of-each-promise/description,https://leetcode.com/problems/delay-the-resolution-of-each-promise/solutions
2822, Inversion of Object,[],58.30%,TRUE,Easy,https://leetcode.com/problems/inversion-of-object/description,https://leetcode.com/problems/inversion-of-object/solutions
2823, Deep Object Filter,[],54.30%,TRUE,Medium,https://leetcode.com/problems/deep-object-filter/description,https://leetcode.com/problems/deep-object-filter/solutions
2824, Count Pairs Whose Sum is Less than Target,"['Array', 'Two Pointers', 'Binary Search', '1+']",87.50%,FALSE,Easy,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target/description,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target/solutions
2825, Make String a Subsequence Using Cyclic Increments,"['Two Pointers', 'String']",49.80%,FALSE,Medium,https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/description,https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/solutions
2826, Sorting Three Groups,"['Array', 'Binary Search', '1+']",42.30%,FALSE,Medium,https://leetcode.com/problems/sorting-three-groups/description,https://leetcode.com/problems/sorting-three-groups/solutions
2827, Number of Beautiful Integers in the Range,"['Math', 'Dynamic Programming']",18.70%,FALSE,Hard,https://leetcode.com/problems/number-of-beautiful-integers-in-the-range/description,https://leetcode.com/problems/number-of-beautiful-integers-in-the-range/solutions
2828, Check if a String Is an Acronym of Words,"['Array', 'String']",83.20%,FALSE,Easy,https://leetcode.com/problems/check-if-a-string-is-an-acronym-of-words/description,https://leetcode.com/problems/check-if-a-string-is-an-acronym-of-words/solutions
2829, Determine the Minimum Sum of a k-avoiding Array,"['Math', 'Greedy']",61.30%,FALSE,Medium,https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/description,https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/solutions
2830, Maximize the Profit as the Salesman,"['Array', 'Hash Table', 'Binary Search', '2+']",36.80%,FALSE,Medium,https://leetcode.com/problems/maximize-the-profit-as-the-salesman/description,https://leetcode.com/problems/maximize-the-profit-as-the-salesman/solutions
2831, Find the Longest Equal Subarray,"['Array', 'Hash Table', 'Binary Search', '1+']",36.10%,FALSE,Medium,https://leetcode.com/problems/find-the-longest-equal-subarray/description,https://leetcode.com/problems/find-the-longest-equal-subarray/solutions
2832, Maximal Range That Each Element Is Maximum in It,"['Array', 'Stack', 'Monotonic Stack']",72.20%,TRUE,Medium,https://leetcode.com/problems/maximal-range-that-each-element-is-maximum-in-it/description,https://leetcode.com/problems/maximal-range-that-each-element-is-maximum-in-it/solutions
2833, Furthest Point From Origin,"['String', 'Counting']",65.20%,FALSE,Easy,https://leetcode.com/problems/furthest-point-from-origin/description,https://leetcode.com/problems/furthest-point-from-origin/solutions
2834, Find the Minimum Possible Sum of a Beautiful Array,"['Math', 'Greedy']",37.50%,FALSE,Medium,https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/description,https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/solutions
2835, Minimum Operations to Form Subsequence With Target Sum,"['Array', 'Greedy', 'Bit Manipulation']",32.70%,FALSE,Hard,https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/description,https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/solutions
