Brand,model,Year,kmDriven,Transmission,Owner,FuelType,PostedDate,AdditionInfo,AskPrice,CarUrl
BMW,X4,2020,"49,000 km",Automatic,first,Diesel,5 days ago,"BMW X4 M Sport X xDrive30d, 2020, Diesel","₹ 39,49,000",https://olx.in/item/cars-c84-used-bmw-x4-in-sector-37-gurgaon-iid-1793800498
Hyundai,Grand i10,2018,"67,000 km",Manual,first,hybrid,Today,"Hyundai Grand i10 Magna 1.2 Kappa VTVT, 2018, CNG & Hybrids","₹ 5,11,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-vastral-ahmedabad-iid-1793762839
Hyundai,Eon,2015,"45,253 km",Manual,second,hybrid,Yesterday,"Hyundai EON Era +, 2015, CNG & Hybrids","₹ 1,85,000",https://olx.in/item/cars-c84-used-hyundai-eon-in-rohini-sector-3-delhi-iid-1793315498
Maruti Suzuki,Vitara-Brezza,2018,"72,000 km",Automatic,first,Diesel,Today,"Maruti Suzuki Vitara Brezza ZDI+ Dual Tone AMT, 2018, Diesel","₹ 7,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-vitara-brezza-in-borivali-west-mumbai-iid-1792822298
Hyundai,Venue,2023,"4,500 km",Manual,first,Petrol,Dec 05,"Hyundai Venue S 1.2 Petrol, 2023, Petrol","₹ 9,75,000",https://olx.in/item/cars-c84-used-hyundai-venue-in-trichy-arivalayam-tiruchirappalli-iid-1791858986
Maruti Suzuki,Wagon-R,2014,"50,000 km",Manual,first,Petrol,Today,Maruti Suzuki Wagon R 2014 Petrol,"₹ 2,35,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-harraiya-chaurah-harraiya-iid-1793248698
Hyundai,Elite i20,2015,"72,000 km",Manual,second,hybrid,Today,"Hyundai Elite i20 1.2 Sportz(O) VTVT MT, 2015, CNG & Hybrids","₹ 3,50,000",https://olx.in/item/cars-c84-used-hyundai-elite-i20-in-meerut-road-industrial-area-sector-21-ghaziabad-iid-1789488549
Maruti Suzuki,Wagon-R,2013,"94,000 km",Manual,second,hybrid,Today,"Maruti Suzuki Wagon R 2010-2012 LXI CNG, 2013, CNG & Hybrids","₹ 3,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-rajarampuri-kolhapur-iid-1793289424
Mercedes-Benz,E-Class,2014,"80,000 km",Automatic,second,Diesel,Today,"Mercedes-Benz E-Class 250 D, 2014, Diesel","₹ 9,75,000",https://olx.in/item/cars-c84-used-mercedes-benz-e-class-in-paschim-vihar-delhi-iid-1791005119
Maruti Suzuki,Swift-Dzire,2017,"115,000 km",Automatic,second,Diesel,Today,Maruti Suzuki Swift Dzire 2017,"₹ 5,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-jeeragal-mudhol-iid-1761398790
Maruti Suzuki,Celerio,2016,"46,263 km",Automatic,second,Petrol,Yesterday,"Maruti Suzuki Celerio 2014-2017 ZXI AT, 2016, Petrol","₹ 3,75,999",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-kandivali-east-mumbai-iid-1793715657
Hyundai,Fluidic Verna,2011,"82,467 km",Automatic,second,Petrol,Yesterday,"Hyundai Fluidic Verna 1.6 CRDi SX Automatic, 2011, Petrol","₹ 2,81,000",https://olx.in/item/cars-c84-used-hyundai-fluidic-verna-in-ashram-road-ahmedabad-iid-1794175302
Maruti Suzuki,A-Star,2011,"81,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki A-Star Vxi, 2011, CNG & Hybrids","₹ 2,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-a-star-in-hadapsar-industrial-estate-pune-iid-1793237921
Maruti Suzuki,Baleno,2019,"75,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Baleno Delta, 2019, CNG & Hybrids","₹ 5,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-everest-vihar-jaipur-iid-1760722263
Honda,City,2018,"28,000 km",Automatic,second,Petrol,Yesterday,"Honda City V AT I-VTEC, 2018, Petrol","₹ 9,15,000",https://olx.in/item/cars-c84-used-honda-city-in-sector-19c-chandigarh-iid-1780221428
Volkswagen,VentoTest,2018,"96,200 km",Manual,second,Diesel,Today,Volkswagen Vento 2018,"₹ 6,90,000",https://olx.in/item/cars-c84-used-volkswagen-ventotest-in-ernakulam-kochi-iid-1794214625
Honda,City,2011,"78,560 km",Manual,second,hybrid,Today,"Honda City V MT Exclusive, 2011, CNG & Hybrids","₹ 2,25,000",https://olx.in/item/cars-c84-used-honda-city-in-pitampura-delhi-iid-1787763575
Maruti Suzuki,Ertiga,2018,"48,000 km",Manual,second,hybrid,Today,"Maruti Suzuki Ertiga 1.4 VXI CNG Anniversary Edition, 2018, CNG & Hy..","₹ 7,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-kalyan-thane-iid-1793831408
Mahindra,Bolero,2014,"150,000 km",Manual,second,Diesel,Today,Mahindra Bolero 2014,"₹ 4,50,000",https://olx.in/item/cars-c84-used-mahindra-bolero-in-hardoi-industrial-area-hardoi-iid-1794215235
Renault,Duster,2017,"58,200 km",Automatic,first,Diesel,Today,Renault Duster 2017 Diesel 110ps Good Condition,"₹ 8,25,000",https://olx.in/item/cars-c84-used-renault-duster-in-cv-raman-nagar-bengaluru-iid-1791304171
Hyundai,Santro Xing,2009,"50,000 km",Manual,second,hybrid,Yesterday,Hyundai Santro Xing 2009 CNG & Hybrids Good Condition,"₹ 81,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-harsh-nagar-lucknow-iid-1794164467
Hyundai,Santro Xing,2012,"57,000 km",Manual,second,hybrid,Yesterday,Hyundai Santro Xing 2012 CNG & Hybrids 57000 Km Driven,"₹ 1,95,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-masakganj-lucknow-iid-1794165281
Maruti Suzuki,Wagon-R,2015,"70,050 km",Automatic,first,hybrid,2 days ago,"Maruti Suzuki Wagon R VXI, 2015, CNG & Hybrids","₹ 2,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-rampur-garden-bareilly-iid-1793522809
Maruti Suzuki,Wagon-R,2014,"84,000 km",Manual,second,Petrol,Dec 22,"Maruti Suzuki Wagon R LXI BS IV, 2014, Petrol","₹ 2,38,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-mehrauli-delhi-iid-1793435356
Hyundai,Grand i10,2014,"69,000 km",Automatic,first,Petrol,Today,"Hyundai Grand i10 2016-2017 Asta Option AT, 2014, Petrol","₹ 4,21,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-narhe-pune-iid-1766192204
Mahindra,XUV 300,2020,"40,000 km",Manual,first,Petrol,Dec 19,"Mahindra XUV300 W8, 2020, Petrol","₹ 8,00,000",https://olx.in/item/cars-c84-used-mahindra-xuv-300-in-kunjapuri-vihar-dehradun-iid-1793131696
Hyundai,Elantra,2018,"81,000 km",Automatic,second,Petrol,Yesterday,"Hyundai Elantra 2.0 SX Option AT, 2018, Petrol","₹ 7,95,000",https://olx.in/item/cars-c84-used-hyundai-elantra-in-khar-west-mumbai-iid-1790964068
Maruti Suzuki,Eeco,2024,"35,000 km",Automatic,second,hybrid,Dec 24,Good condition,"₹ 5,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-gopamau-uttar-pradesh-iid-1793625904
Hyundai,i20,2018,"38,225 km",Manual,second,Petrol,Today,"Hyundai i20 1.2 Asta, 2018, Petrol","₹ 6,25,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-pallikaranai-chennai-iid-1790553601
Tata,Tigor,2024,"2,000 km",Automatic,first,hybrid,Dec 15,Tata Tigor 2024 CNG & Hybrids 2000 Km Driven,"₹ 9,65,000",https://olx.in/item/cars-c84-used-tata-tigor-in-kashmere-gate-delhi-iid-1792755809
Maruti Suzuki,Alto-K10,2011,"80,500 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Alto K10 2011,"₹ 2,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-dawadi-n-v-thane-iid-1794183670
Hyundai,Creta,2016,"56,000 km",Automatic,second,Petrol,Nov 13,"Hyundai Creta 1.6 SX (O), 2016, Petrol","₹ 7,25,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-kolathur-chennai-iid-1776825889
Jeep,Compass,2018,"14,800 km",Automatic,first,Petrol,Today,Jeep Compass 2018 Petrol Well Maintained,"₹ 13,00,000",https://olx.in/item/cars-c84-used-jeep-compass-in-80-feet-road-anand-iid-1794212245
Mahindra,Xylo,2018,"137,000 km",Automatic,first,Diesel,Today,Mahindra Xylo,"₹ 7,00,000",https://olx.in/item/cars-c84-used-mahindra-xylo-in-vuda-colony-visakhapatnam-iid-1794208424
Hyundai,Creta,2022,"23,000 km",Manual,first,Petrol,5 days ago,"Hyundai Creta 1.6 E VTVT, 2022, Petrol","₹ 11,25,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-ashok-vihar-delhi-iid-1793746331
Maruti Suzuki,Ertiga,2020,"42,541 km",Manual,first,hybrid,Today,"Maruti Suzuki Ertiga 1.4 VXI CNG Anniversary Edition, 2020, CNG & Hy..","₹ 10,25,001",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-viman-nagar-pune-iid-1781405115
Tata,Indica Ev2,2016,"60,000 km",Manual,second,Diesel,Today,"Tata Indica Ev2 eV2 LX, 2016, Diesel","₹ 1,65,000",https://olx.in/item/cars-c84-used-tata-indica-ev2-in-karanataka-bangalore-nagarabhavi-2nd-stage-bengaluru-iid-1783966929
Hyundai,Grand i10,2011,200 km,Automatic,second,hybrid,Dec 15,Akelasaithajar,"₹ 1,60,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-darsan-society-botad-iid-1792779949
Maruti Suzuki,Celerio,2019,"60,000 km",Automatic,first,hybrid,Dec 24,"Maruti Suzuki Celerio 1.0 ZXI AGS, 2019, CNG & Hybrids","₹ 5,11,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-varacha-surat-iid-1790101518
Maruti Suzuki,Celerio,2018,"58,227 km",Automatic,second,hybrid,Today,Maruti Celerio 2018 ZXi AMT,"₹ 3,99,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-vasundhara-sector-11-ghaziabad-iid-1793709044
Maruti Suzuki,Wagon-R,2016,"50,400 km",Automatic,second,hybrid,3 days ago,Wagnr r Nice,"₹ 2,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diva-thane-iid-1792864915
Mahindra,Thar,2024,"2,600 km",Automatic,first,Petrol,Today,Mahindra Thar 2024 Petrol 2600 Km Driven,"₹ 16,50,000",https://olx.in/item/cars-c84-used-mahindra-thar-in-sonia-vihar-delhi-iid-1794206828
Maruti Suzuki,maruti-suzuki-dzire,2015,"56,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Dzire 1.2 VXI, 2015, CNG & Hybrids","₹ 3,65,000",https://olx.in/item/cars-c84-used-maruti-suzuki-maruti-suzuki-dzire-in-agcr-enclave-delhi-iid-1789169301
Maruti Suzuki,Grand Vitara,2024,"8,000 km",Manual,first,hybrid,Today,Maruti Suzuki Grand Vitara 2024 CNG & Hybrids Well Maintained,"₹ 14,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-grand-vitara-in-shivaji-nagar-indi-iid-1794211630
Maruti Suzuki,Ertiga,2021,"120,000 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Ertiga 2021 120000 Km Driven,"₹ 8,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-lb-nagar-hyderabad-iid-1794179661
Hyundai,Elantra,2014,"63,000 km",Manual,second,Diesel,Today,"Hyundai Elantra 1.6 S, 2014, Diesel","₹ 4,75,000",https://olx.in/item/cars-c84-used-hyundai-elantra-in-varacha-surat-iid-1791002306
Hyundai,i10,2013,"65,900 km",Manual,first,hybrid,Today,"Hyundai i10 Era, 2013, CNG & Hybrids","₹ 2,75,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-varacha-surat-iid-1793484084
Ford,Ecosport,2018,"61,000 km",Automatic,first,hybrid,2 days ago,"Ford Ecosport 1.5 TI-VCT Titanium (O) AT, 2018, CNG & Hybrids","₹ 7,25,000",https://olx.in/item/cars-c84-used-ford-ecosport-in-deccan-gymkhana-pune-iid-1791136510
Honda,Brio,2014,"65,000 km",Manual,second,Petrol,Today,"Honda Brio S MT, 2014, Petrol","₹ 3,25,000",https://olx.in/item/cars-c84-used-honda-brio-in-pattom-thiruvananthapuram-iid-1789637765
Hyundai,i10,2011,"62,000 km",Automatic,first,Petrol,Today,"Hyundai i10 Sportz 1.2 Automatic Kappa2, 2011, Petrol","₹ 2,75,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-pampady-kottayam-iid-1785643456
Mahindra,XUV500,2018,"78,000 km",Automatic,second,Diesel,Dec 18,"Mahindra XUV500 AT W10 AWD, 2018, Diesel","₹ 11,00,000",https://olx.in/item/cars-c84-used-mahindra-xuv500-in-gokulam-mysuru-iid-1793056446
Maruti Suzuki,Ertiga,2024,"1,234 km",Automatic,first,hybrid,3 days ago,"Maruti Suzuki Ertiga 1.5 VXI, 2024, CNG & Hybrids","₹ 2,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-pimple-saudagar-pune-iid-1793039099
Hyundai,Santro Xing,2007,"92,000 km",Manual,second,Petrol,5 days ago,"Hyundai Santro Xing GL, 2007, Petrol","₹ 1,10,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-karamana-thiruvananthapuram-iid-1793545038
Maruti Suzuki,Swift-Dzire,2017,"70,000 km",Automatic,second,hybrid,5 days ago,Maruti Suzuki Swift Dzire 2017 CNG & Hybrids 70000 Km Driven,"₹ 4,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-nazim-colony-garhmukteshwar-iid-1793758091
Maruti Suzuki,Swift-Dzire-Tour,2019,"300,000 km",Manual,first,hybrid,Today,Maruti Suzuki Swift Dzire Tour 2019 CNG & Hybrids,"₹ 5,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-tour-in-ramnagar-khandauli-khandauli-iid-1794213590
Mercedes-Benz,GLC,2018,"25,000 km",Automatic,second,Petrol,Today,"Mercedes-Benz GLC 300 4MATIC, 2018, Petrol","₹ 34,50,000",https://olx.in/item/cars-c84-used-mercedes-benz-glc-in-ambience-island-gurgaon-iid-1792483892
Honda,Accord,2009,"92,000 km",Automatic,second,hybrid,2 days ago,"Honda Accord 2.0 AT, 2009, CNG & Hybrids","₹ 2,85,000",https://olx.in/item/cars-c84-used-honda-accord-in-sultanwind-amritsar-iid-1794057087
Hyundai,Elantra,2013,"68,299 km",Manual,second,Diesel,Today,"Hyundai Elantra 1.6 SX, 2013, Diesel","₹ 5,25,000",https://olx.in/item/cars-c84-used-hyundai-elantra-in-chakli-circle-vadodara-iid-1790320627
Maruti Suzuki,Wagon-R,2016,"60,000 km",Automatic,first,Petrol,Dec 08,"Maruti Suzuki Wagon R VXI AMT, 2016, Petrol","₹ 4,40,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-alwal-hyderabad-iid-1792152131
Maruti Suzuki,maruti-suzuki-dzire,2016,"44,700 km",Manual,first,Petrol,Today,"Maruti Suzuki Dzire 1.2 VXI, 2016, Petrol","₹ 5,21,000",https://olx.in/item/cars-c84-used-maruti-suzuki-maruti-suzuki-dzire-in-varacha-surat-iid-1793485835
Hyundai,i10,2015,"32,162 km",Manual,second,Petrol,Today,"Hyundai i10 Sportz Option, 2015, Petrol","₹ 3,48,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-annapurneshwari-bengaluru-iid-1793110231
Hyundai,i10,2010,"72,000 km",Manual,second,Petrol,Today,"Hyundai i10 1.2 Kappa Magna, 2010, Petrol","₹ 1,65,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-kathrikadavu-kochi-iid-1781319237
Mahindra,XUV500,2017,"49,000 km",Automatic,second,Diesel,Yesterday,"Mahindra XUV500 W10 AT, 2017, Diesel","₹ 12,25,000",https://olx.in/item/cars-c84-used-mahindra-xuv500-in-koothattukulam-kerala-iid-1783864565
Maruti Suzuki,Eeco,2023,"50,000 km",Manual,first,hybrid,Today,Maruti Suzuki Eeco 2023,"₹ 6,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-lutabarh-ramnagar-iid-1794202390
Maruti Suzuki,Wagon-R,2023,"73,222 km",Manual,first,hybrid,Today,"Maruti Suzuki Wagon R LXI CNG Optional, 2023, CNG & Hybrids","₹ 6,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-lb-nagar-hyderabad-iid-1794215325
Maruti Suzuki,Swift,2013,"130,000 km",Manual,second,hybrid,Today,Swift September 2013 Registration,"₹ 2,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-ghukna-ghaziabad-iid-1794204111
Maruti Suzuki,Wagon-R,2022,"70,000 km",Automatic,first,hybrid,Dec 09,Maruti Suzuki Wagon R 2022 December CNG & Hybrids 70000 Km Driven,"₹ 5,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-antop-hill-mumbai-iid-1792226732
Honda,City,2011,"81,000 km",Manual,first,Petrol,Aug 31,"Honda City 2011-2013 V MT Exclusive, 2011, Petrol","₹ 3,25,000",https://olx.in/item/cars-c84-used-honda-city-in-sarita-vihar-pune-iid-1782184226
Maruti Suzuki,Celerio,2018,"38,000 km",Automatic,second,Petrol,Today,"Maruti Suzuki Celerio VXI AMT, 2018, Petrol","₹ 3,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-vikaspuri-delhi-iid-1787081582
Hyundai,Verna,2017,"90,000 km",Automatic,second,Diesel,Yesterday,Hyundai Verna 2017 Diesel Well Maintained with company service,"₹ 7,49,999",https://olx.in/item/cars-c84-used-hyundai-verna-in-korattur-subbulakshmi-nagar-chennai-iid-1794189787
Ford,Endeavour,2021,"92,000 km",Automatic,first,Diesel,Today,"Ford Endeavour Titanium Plus 4x4 AT, 2021, Diesel","₹ 31,00,000",https://olx.in/item/cars-c84-used-ford-endeavour-in-industrial-area-chandigarh-iid-1782411989
Toyota,Innova,2013,"125,870 km",Manual,second,Diesel,Oct 09,"Toyota Innova 2012-2013 2.5 E Diesel MS 7-seater, 2013, Diesel","₹ 7,60,000",https://olx.in/item/cars-c84-used-toyota-innova-in-pachpedi-naka-raipur-iid-1786484947
Maruti Suzuki,Swift-Dzire-Tour,2019,"110,000 km",Manual,first,hybrid,Yesterday,Maruti Suzuki Swift Dzire Tour 2019 CNG & Hybrids 110000 Km Driven,"₹ 3,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-tour-in-sarsool-aligarh-iid-1794191240
Maruti Suzuki,Wagon-R-Stingray,2020,"67,000 km",Manual,second,hybrid,Yesterday,Good car condition,"₹ 5,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-stingray-in-nilje-gaon-navi-mumbai-iid-1787426158
Skoda,Octavia,2017,"68,000 km",Automatic,second,Petrol,Yesterday,"Skoda Octavia 1.8 TSI AT Style, 2017, Petrol","₹ 8,45,000",https://olx.in/item/cars-c84-used-skoda-octavia-in-versova-mumbai-iid-1790717726
Hyundai,i10,2010,"100,000 km",Automatic,second,hybrid,Dec 12,Hyundai i10 2010 CNG & Hybrids 100000 Km Driven,"₹ 70,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-salempur-sikandrabad-iid-1792471525
Honda,Brio,2013,"48,500 km",Manual,first,Petrol,Dec 03,"Honda Brio S MT 2013, 2013, Petrol","₹ 2,24,000",https://olx.in/item/cars-c84-used-honda-brio-in-sector-81-faridabad-iid-1790680239
Maruti Suzuki,Zen-Estilo,2005,"100,000 km",Manual,second,hybrid,Today,Maruti Zen Tiger Shape,"₹ 75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-zen-estilo-in-vasudhara-housing-complex-chikhli-iid-1794210572
Maruti Suzuki,Wagon-R,2013,"45,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Wagon R LXI BS IV, 2013, Petrol","₹ 2,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-sadar-bazar-jabalpur-iid-1793751260
Maruti Suzuki,Wagon-R-1-0,2010,"75,000 km",Automatic,second,Petrol,Yesterday,Maruti Suzuki Wagon R 1.0 2010,"₹ 83,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-joya-uttar-pradesh-iid-1794189889
Maruti Suzuki,Swift-Dzire,2017,"80,000 km",Automatic,second,hybrid,6 days ago,Maruti Suzuki Swift Dzire 2017,"₹ 4,05,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-mirpur-thakurdwara-iid-1793445503
Maruti Suzuki,Wagon-R,2023,"60,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Wagon R VXI 1.2, 2023, CNG & Hybrids","₹ 6,15,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-chennai-central-chennai-iid-1793306892
Honda,Civic,2007,"94,000 km",Automatic,second,Petrol,Today,Honda Civic 2007 Petrol Well Maintained,"₹ 2,00,000",https://olx.in/item/cars-c84-used-honda-civic-in-dabeerpura-hyderabad-iid-1791917560
Honda,City,2011,"75,000 km",Manual,second,hybrid,Today,"Honda City S MT, 2011, CNG & Hybrids","₹ 2,49,000",https://olx.in/item/cars-c84-used-honda-city-in-mulund-west-mumbai-iid-1793296355
Maruti Suzuki,Ciaz,2012,"124,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Ciaz ZDI(O), 2012, Petrol","₹ 6,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-saravanampatti-coimbatore-iid-1791004592
Toyota,Innova Crysta,2016,"152,852 km",Manual,second,Diesel,Today,"Toyota Innova Crysta 2.4 GX MT, 2016, Diesel","₹ 10,90,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-model-town-ludhiana-iid-1794210106
Tata,Tiago,2022,"75,000 km",Manual,first,hybrid,Today,"Tata Tiago 1.2 Revotron XZ Plus CNG, 2022, CNG & Hybrids","₹ 7,45,000",https://olx.in/item/cars-c84-used-tata-tiago-in-wadhe-satara-iid-1791939210
Tata,Nano,2012,"50,000 km",Manual,second,Petrol,Today,All types of car is available,"₹ 90,000",https://olx.in/item/cars-c84-used-tata-nano-in-peruvilai-nagercoil-iid-1794215481
Honda,City,2016,"74,566 km",Automatic,second,hybrid,Dec 17,Honda City 2016 CNG & Hybrids 74566 Km Driven,"₹ 6,00,000",https://olx.in/item/cars-c84-used-honda-city-in-dwarka-delhi-iid-1792986727
Volkswagen,Polo,2019,"50,000 km",Automatic,second,Petrol,Yesterday,Volkswagen Polo 2019 Petrol Well Maintained,"₹ 13,00,000",https://olx.in/item/cars-c84-used-volkswagen-polo-in-sneha-nagar-bengaluru-iid-1794185583
Kia,Sonet,2021,"27,000 km",Automatic,second,Petrol,Nov 27,KIA SONET FOR SALE,"₹ 9,00,000",https://olx.in/item/cars-c84-used-kia-sonet-in-kottayam-kerala-iid-1790480743
Toyota,Innova Hycross,2024,0 km,Automatic,first,hybrid,Yesterday,"Toyota Innova Hycross 2.0 ZX (O) Hybrid 7 STR, 2024, CNG & Hybrids","₹ 31,34,000",https://olx.in/item/cars-c84-used-toyota-innova-hycross-in-new-friends-colony-delhi-iid-1792278012
MG,ASTOR,2022,"28,000 km",Automatic,first,Petrol,Today,"MG ASTOR 1.5 Super CVT, 2022, Petrol","₹ 10,00,000",https://olx.in/item/cars-c84-used-mg-astor-in-marredpally-secunderabad-iid-1792800298
Hyundai,Alcazar,2021,"31,256 km",Manual,first,Petrol,Today,Hyundai Alcazar 2021 Petrol 31256 Km Driven,"₹ 14,00,000",https://olx.in/item/cars-c84-used-hyundai-alcazar-in-borbil-digboi-iid-1793576663
Hyundai,Verna,2018,"74,943 km",Manual,first,Petrol,Today,"Hyundai Verna VTVT 1.6 SX, 2018, Petrol","₹ 7,85,000",https://olx.in/item/cars-c84-used-hyundai-verna-in-thiruvallikeni-chennai-iid-1791935376
Maruti Suzuki,Wagon-R-1-0,2011,"118,000 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Wagon R 1.0 2011,"₹ 1,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-rajouri-garden-delhi-iid-1792840552
Hyundai,Venue,2021,"32,000 km",Automatic,first,Petrol,Today,"Hyundai Venue S Turbo, 2021, Petrol","₹ 8,75,000",https://olx.in/item/cars-c84-used-hyundai-venue-in-makarba-village-ahmedabad-iid-1793108853
Skoda,Rapid,2018,"140,000 km",Manual,second,Diesel,Nov 21,"Skoda Rapid [2016-2020] 1.5 Ambition TDI, 2018, Diesel","₹ 7,60,000",https://olx.in/item/cars-c84-used-skoda-rapid-in-palayakadu-tiruppur-iid-1790585312
Tata,Tiago,2019,"75,000 km",Automatic,second,hybrid,Yesterday,Tata Tiago 2019 CNG & Hybrids Good Condition,"₹ 3,90,000",https://olx.in/item/cars-c84-used-tata-tiago-in-khurja-rural-khurja-iid-1794164542
Maruti Suzuki,Wagon-R-1-0,2010,"86,500 km",Manual,second,hybrid,Dec 19,"Maruti Suzuki Wagon R 1.0 LXi CNG, 2010, CNG & Hybrids","₹ 1,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-karelibaugh-vadodara-iid-1793088993
Hyundai,Eon,2018,"62,000 km",Manual,second,hybrid,Yesterday,"Hyundai EON Era Plus, 2018, CNG & Hybrids","₹ 2,80,000",https://olx.in/item/cars-c84-used-hyundai-eon-in-khakhi-society-junagadh-iid-1787678839
Maruti Suzuki,Eeco,2012,"100,212 km",Automatic,second,hybrid,Dec 18,Maruti Suzuki Eeco 2012 CNG & Hybrids \n100212 Km Driven,"₹ 2,36,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-new-ranip-ahmedabad-iid-1793076232
Hyundai,Creta,2016,"82,000 km",Automatic,second,Petrol,Yesterday,"Hyundai Creta 1.6 SX Plus Auto, 2016, Petrol","₹ 8,75,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-mlas-colony-hyderabad-iid-1792876579
Maruti Suzuki,Alto-K10,2016,"48,700 km",Automatic,second,Petrol,Today,Automatic  VXI AMT K-10,"₹ 2,89,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-buckinghampeta-vijayawada-iid-1793285395
Maruti Suzuki,Wagon-R,2007,"87,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Wagon R LXI, 2007, Petrol","₹ 1,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-kolathur-balaji-nagar-chennai-iid-1791003089
Maruti Suzuki,Wagon R,2011,"95,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Wagon R LXI Optional, 2011, Petrol","₹ 2,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-poothole-thrissur-iid-1780280474
Maruti Suzuki,Swift-Dzire,2022,"40,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Swift Dzire VXI(O) MT, 2022, CNG & Hybrids","₹ 6,87,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-sonari-jamshedpur-iid-1789696390
Toyota,Fortuner,2019,40000.0 km,Automatic,first,Diesel,Today,"Toyota Fortuner 2011-2016 4x4 AT, 2019, Diesel","₹ 38,90,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-kottakkal-iringal-iid-1783970158
